Order_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Customer_ID,Region,Category,Sub_Category,Quantity,Discount,Sales,Profit,Year,Month,Quarter,Days_to_Ship,Profit_Margin
ORD-1699,2023-09-09,2023-09-14,First Class,Consumer,CUST-0096,East,Technology,Phones,10.0,0.0,424.24,88.11,2023,9,3,5,20.77
ORD-1700,2023-08-16,2023-08-19,Standard Class,Consumer,CUST-0012,East,Technology,Copiers,2.0,0.0,77.66,12.97,2023,8,3,3,16.7
ORD-1701,2021-06-26,2021-07-03,First Class,Consumer,CUST-0076,South,Office Supplies,Fasteners,14.0,0.0,52.69,12.47,2021,6,2,7,23.67
ORD-1702,2022-08-29,2022-08-30,Second Class,Consumer,CUST-0064,South,Furniture,Bookcases,13.0,0.0,285.76,61.85,2022,8,3,1,21.64
ORD-1703,2021-06-06,2021-06-13,Second Class,Corporate,CUST-0150,West,Technology,Copiers,14.0,0.0,515.98,95.97,2021,6,2,7,18.6
ORD-1704,2023-04-05,2023-04-12,Same Day,Home Office,CUST-0116,West,Furniture,Furnishings,5.0,0.0,82.44,2.18,2023,4,2,7,2.64
ORD-1705,2021-11-06,2021-11-12,Standard Class,Corporate,CUST-0111,East,Office Supplies,Paper,4.0,0.3,30.64,5.21,2021,11,4,6,17.0
ORD-1706,2021-05-13,2021-05-20,Standard Class,Consumer,CUST-0119,Central,Technology,Phones,3.0,0.0,55.38,2.45,2021,5,2,7,4.42
ORD-1707,2021-05-02,2021-05-03,Same Day,Consumer,CUST-0009,West,Technology,Copiers,7.0,0.0,350.13,66.97,2021,5,2,1,19.13
ORD-1708,2023-12-11,2023-12-12,Second Class,Home Office,CUST-0196,Central,Office Supplies,Storage,13.0,0.0,46.5,20.87,2023,12,4,1,44.88
ORD-1709,2021-05-28,2021-06-03,Second Class,Corporate,CUST-0063,Central,Furniture,Furnishings,9.0,0.3,334.62,9.34,2021,5,2,6,2.79
ORD-1710,2021-05-06,2021-05-08,Second Class,Consumer,CUST-0001,West,Office Supplies,Art,,0.2,55.86,1.89,2021,5,2,2,3.38
ORD-1711,2022-09-09,2022-09-12,Standard Class,Home Office,CUST-0130,South,Technology,Accessories,3.0,0.0,33.78,-9.52,2022,9,3,3,-28.18
ORD-1712,2023-05-08,2023-05-15,First Class,Home Office,CUST-0083,East,Technology,Phones,12.0,0.0,657.09,113.55,2023,5,2,7,17.28
ORD-1713,2022-05-12,2022-05-16,Standard Class,Home Office,CUST-0068,Central,Furniture,Tables,7.0,0.0,138.23,25.85,2022,5,2,4,18.7
ORD-1714,2022-12-20,2022-12-25,Second Class,Corporate,CUST-0041,West,Furniture,Furnishings,12.0,0.0,390.5,82.8,2022,12,4,5,21.2
ORD-1715,2022-07-31,2022-08-01,First Class,Corporate,CUST-0038,South,Office Supplies,Paper,12.0,0.2,30.1,-3.44,2022,7,3,1,-11.43
ORD-1716,2023-09-01,2023-09-05,Second Class,Consumer,CUST-0105,South,Technology,Computers,7.0,0.0,98.74,21.21,2023,9,3,4,21.48
ORD-1717,2022-07-03,2022-07-10,Same Day,Consumer,CUST-0076,West,Technology,Copiers,3.0,0.0,54.25,7.87,2022,7,3,7,14.51
ORD-1718,2021-04-02,2021-04-09,Second Class,Corporate,CUST-0161,Central,Office Supplies,Paper,13.0,0.3,50.47,-3.73,2021,4,2,7,-7.39
ORD-1719,2023-05-25,2023-05-27,First Class,Consumer,CUST-0032,West,Technology,Phones,7.0,0.0,229.45,45.58,2023,5,2,2,19.86
ORD-1720,2023-06-24,2023-06-29,First Class,Consumer,CUST-0015,West,Technology,Accessories,10.0,0.4,221.14,-0.1,2023,6,2,5,-0.05
ORD-1721,2021-12-19,2021-12-23,First Class,Consumer,CUST-0126,East,Office Supplies,Fasteners,3.0,0.2,17.85,4.14,2021,12,4,4,23.19
ORD-1722,2023-05-16,2023-05-22,Same Day,Corporate,CUST-0123,West,Furniture,Furnishings,10.0,0.0,259.87,52.4,2023,5,2,6,20.16
ORD-1723,2021-01-13,2021-01-16,Same Day,Corporate,CUST-0026,East,Furniture,Bookcases,12.0,0.0,441.29,76.7,2021,1,1,3,17.38
ORD-1724,2021-12-22,2021-12-24,Standard Class,Consumer,CUST-0196,South,Office Supplies,Fasteners,13.0,0.2,41.39,-3.87,2021,12,4,2,-9.35
ORD-1725,2022-03-09,2022-03-15,First Class,Corporate,CUST-0196,Central,Technology,Accessories,10.0,0.2,405.58,36.43,2022,3,1,6,8.98
ORD-1726,2022-07-22,2022-07-29,First Class,Home Office,CUST-0199,Central,Technology,Accessories,10.0,0.0,280.63,52.97,2022,7,3,7,18.88
ORD-1727,2023-11-13,2023-11-18,Standard Class,Home Office,CUST-0057,East,Office Supplies,Art,8.0,0.0,37.77,9.27,2023,11,4,5,24.54
ORD-1728,2023-11-03,2023-11-06,Standard Class,Corporate,CUST-0004,Central,Technology,Accessories,12.0,0.5,460.6,-33.82,2023,11,4,3,-7.34
ORD-1729,2021-05-04,2021-05-06,Second Class,Corporate,CUST-0183,East,Furniture,Furnishings,9.0,0.0,209.05,41.86,2021,5,2,2,20.02
ORD-1730,2023-04-12,2023-04-19,First Class,Home Office,CUST-0167,Central,Technology,Phones,4.0,0.0,43.44,9.16,2023,4,2,7,21.09
ORD-1731,2023-01-17,2023-01-19,Same Day,Corporate,CUST-0056,West,Office Supplies,Binders,14.0,0.0,47.21,11.71,2023,1,1,2,24.8
ORD-1732,2021-05-19,2021-05-22,First Class,Consumer,CUST-0037,West,Technology,Copiers,6.0,0.0,164.32,35.78,2021,5,2,3,21.77
ORD-1733,2021-11-21,2021-11-23,Standard Class,Consumer,CUST-0033,South,Technology,Computers,4.0,0.2,91.18,16.74,2021,11,4,2,18.36
ORD-1734,2021-12-23,2021-12-30,First Class,Consumer,CUST-0056,West,Furniture,Tables,9.0,0.0,513.09,93.76,2021,12,4,7,18.27
ORD-1735,2023-03-04,2023-03-05,Same Day,Consumer,CUST-0145,South,Office Supplies,Labels,,0.0,12.77,1.25,2023,3,1,1,9.79
ORD-1736,2023-04-24,2023-04-28,Standard Class,Home Office,CUST-0178,West,Furniture,Furnishings,4.0,0.0,144.79,21.11,2023,4,2,4,14.58
ORD-1737,2021-05-19,2021-05-26,Same Day,Corporate,CUST-0145,Central,Technology,Computers,4.0,0.0,135.15,22.73,2021,5,2,7,16.82
ORD-1738,2022-06-23,2022-06-29,First Class,Consumer,CUST-0032,West,Furniture,Furnishings,10.0,0.0,,29.15,2022,6,2,6,
ORD-1739,2022-07-12,2022-07-17,First Class,Consumer,CUST-0127,West,Furniture,Bookcases,10.0,0.2,262.94,15.24,2022,7,3,5,5.8
ORD-1740,2021-04-27,2021-04-30,Same Day,Consumer,CUST-0080,East,Furniture,Bookcases,3.0,0.0,145.29,30.06,2021,4,2,3,20.69
ORD-1741,2021-03-22,2021-03-27,Standard Class,Corporate,CUST-0172,South,Office Supplies,Paper,10.0,0.1,43.54,4.47,2021,3,1,5,10.27
ORD-1742,2022-04-06,2022-04-09,Same Day,Consumer,CUST-0171,East,Furniture,Chairs,13.0,0.0,376.24,64.5,2022,4,2,3,17.14
ORD-1743,2021-07-14,2021-07-20,Second Class,Consumer,CUST-0104,West,Furniture,Chairs,4.0,0.1,142.88,12.99,2021,7,3,6,9.09
ORD-1744,2021-08-30,2021-09-02,Same Day,Corporate,CUST-0126,Central,Office Supplies,Labels,1.0,0.0,14.56,-1.82,2021,8,3,3,-12.5
ORD-1745,2022-04-09,2022-04-12,Second Class,Corporate,CUST-0081,South,Furniture,Tables,,0.0,38.14,10.2,2022,4,2,3,26.74
ORD-1746,2021-08-23,2021-08-27,First Class,Consumer,CUST-0045,East,Office Supplies,Fasteners,11.0,0.0,47.73,2.61,2021,8,3,4,5.47
ORD-1747,2023-12-27,2024-01-01,Standard Class,Consumer,CUST-0068,Central,Technology,Phones,1.0,0.0,42.92,5.37,2023,12,4,5,12.51
ORD-1748,2022-08-14,2022-08-15,Second Class,Consumer,CUST-0129,South,Furniture,Chairs,12.0,0.1,439.88,50.89,2022,8,3,1,11.57
ORD-1749,2022-05-07,2022-05-08,Same Day,Consumer,CUST-0189,East,Furniture,Chairs,3.0,0.0,119.13,21.77,2022,5,2,1,18.27
ORD-1750,2022-02-21,2022-02-27,Standard Class,Consumer,CUST-0171,South,Office Supplies,Binders,3.0,0.0,20.69,6.81,2022,2,1,6,32.91
ORD-1751,2021-10-21,2021-10-24,Same Day,Consumer,CUST-0061,West,Technology,Computers,9.0,0.5,250.24,-20.19,2021,10,4,3,-8.07
ORD-1752,2023-06-10,2023-06-16,First Class,Home Office,CUST-0051,West,Technology,Computers,,0.2,168.53,5.88,2023,6,2,6,3.49
ORD-1753,2021-03-21,2021-03-28,Same Day,Corporate,CUST-0074,West,Furniture,Chairs,9.0,0.3,387.59,15.15,2021,3,1,7,3.91
ORD-1754,2022-07-18,2022-07-20,Standard Class,Consumer,CUST-0069,Central,Furniture,Chairs,1.0,0.0,33.24,-8.51,2022,7,3,2,-25.6
ORD-1755,2022-12-04,2022-12-10,Same Day,Home Office,CUST-0053,South,Office Supplies,Labels,13.0,0.3,61.45,-7.52,2022,12,4,6,-12.24
ORD-1756,2022-04-01,2022-04-08,Second Class,Consumer,CUST-0122,West,Technology,Phones,4.0,0.0,153.23,27.61,2022,4,2,7,18.02
ORD-1757,2021-10-16,2021-10-20,Second Class,Consumer,CUST-0062,Central,Office Supplies,Art,,0.2,28.39,2.23,2021,10,4,4,7.85
ORD-1758,2023-04-21,2023-04-24,Same Day,Corporate,CUST-0078,South,Technology,Computers,12.0,0.0,384.82,57.7,2023,4,2,3,14.99
ORD-1759,2023-06-17,2023-06-24,Same Day,Consumer,CUST-0192,West,Office Supplies,Binders,5.0,0.0,23.25,2.17,2023,6,2,7,9.33
ORD-1760,2022-04-18,2022-04-19,Standard Class,Consumer,CUST-0070,South,Office Supplies,Art,2.0,0.1,14.96,9.15,2022,4,2,1,61.16
ORD-1761,2022-01-22,2022-01-29,Standard Class,Home Office,CUST-0165,East,Furniture,Chairs,3.0,0.3,85.67,16.46,2022,1,1,7,19.21
ORD-1762,2023-05-04,2023-05-06,First Class,Consumer,CUST-0183,Central,Furniture,Chairs,8.0,0.0,216.31,37.52,2023,5,2,2,17.35
ORD-1763,2021-06-15,2021-06-19,Same Day,Home Office,CUST-0190,South,Furniture,Bookcases,6.0,0.0,248.43,49.08,2021,6,2,4,19.76
ORD-1764,2023-12-19,2023-12-23,Standard Class,Consumer,CUST-0027,West,Technology,Copiers,1.0,0.0,28.02,13.16,2023,12,4,4,46.97
ORD-1765,2023-11-23,2023-11-24,Second Class,Consumer,CUST-0177,West,Furniture,Chairs,12.0,0.1,362.19,45.11,2023,11,4,1,12.45
ORD-1766,2022-01-22,2022-01-24,Second Class,Consumer,CUST-0117,East,Technology,Accessories,9.0,0.0,183.03,38.34,2022,1,1,2,20.95
ORD-1767,2023-02-23,2023-03-02,Same Day,Home Office,CUST-0089,East,Technology,Accessories,6.0,0.0,220.32,45.94,2023,2,1,7,20.85
ORD-1768,2022-06-25,2022-06-29,First Class,Consumer,CUST-0033,Central,Office Supplies,Fasteners,1.0,0.0,13.69,-2.58,2022,6,2,4,-18.85
ORD-1769,2022-05-04,2022-05-06,Same Day,Home Office,CUST-0046,South,Furniture,Tables,2.0,0.0,63.78,6.72,2022,5,2,2,10.54
ORD-1770,2021-08-25,2021-08-30,Standard Class,Consumer,CUST-0098,Central,Office Supplies,Fasteners,7.0,0.5,38.94,-2.04,2021,8,3,5,-5.24
ORD-1771,2023-06-05,2023-06-09,Standard Class,Corporate,CUST-0123,West,Furniture,Chairs,1.0,0.0,43.63,-0.62,2023,6,2,4,-1.42
ORD-1772,2021-09-17,2021-09-22,First Class,Corporate,CUST-0069,South,Technology,Phones,13.0,0.2,282.2,,2021,9,3,5,
ORD-1773,2021-08-01,2021-08-03,Standard Class,Corporate,CUST-0047,West,Technology,Computers,10.0,0.2,266.42,25.59,2021,8,3,2,9.61
ORD-1774,2021-06-03,2021-06-05,Standard Class,Consumer,CUST-0030,East,Office Supplies,Storage,1.0,0.0,15.79,5.86,2021,6,2,2,37.11
ORD-1775,2022-05-01,2022-05-02,Standard Class,Consumer,CUST-0115,Central,Office Supplies,Storage,13.0,0.4,57.99,-8.7,2022,5,2,1,-15.0
ORD-1776,2022-11-04,2022-11-09,First Class,Consumer,CUST-0083,West,Office Supplies,Art,5.0,0.1,25.38,0.85,2022,11,4,5,3.35
ORD-1777,2021-08-11,2021-08-12,Second Class,Corporate,CUST-0112,East,Furniture,Furnishings,5.0,0.0,100.96,8.78,2021,8,3,1,8.7
ORD-1778,2021-01-19,2021-01-20,Second Class,Corporate,CUST-0048,Central,Technology,Accessories,8.0,0.4,265.69,-10.07,2021,1,1,1,-3.79
ORD-1779,2023-02-15,2023-02-21,First Class,Consumer,CUST-0070,Central,Furniture,Chairs,4.0,0.0,,21.24,2023,2,1,6,
ORD-1780,2021-01-24,2021-01-28,Second Class,Corporate,CUST-0169,Central,Furniture,Tables,5.0,0.5,148.78,-12.07,2021,1,1,4,-8.11
ORD-1781,2023-03-21,2023-03-22,Same Day,Consumer,CUST-0038,South,Furniture,Furnishings,4.0,0.0,129.22,18.89,2023,3,1,1,14.62
ORD-1782,2022-03-21,2022-03-23,Standard Class,Consumer,CUST-0119,East,Technology,Phones,6.0,0.0,168.78,30.56,2022,3,1,2,18.11
ORD-1783,2022-03-10,2022-03-16,Second Class,Home Office,CUST-0029,West,Office Supplies,Labels,7.0,0.0,34.66,,2022,3,1,6,
ORD-1784,2022-04-12,2022-04-17,Second Class,Home Office,CUST-0072,South,Office Supplies,Labels,7.0,0.4,27.67,7.35,2022,4,2,5,26.56
ORD-1785,2021-10-29,2021-11-04,Same Day,Consumer,CUST-0033,South,Technology,Copiers,13.0,0.0,409.93,71.93,2021,10,4,6,17.55
ORD-1786,2023-01-09,2023-01-13,Standard Class,Corporate,CUST-0144,Central,Furniture,Bookcases,6.0,0.0,185.81,37.68,2023,1,1,4,20.28
ORD-1787,2021-11-21,2021-11-26,Second Class,Corporate,CUST-0121,West,Office Supplies,Labels,12.0,0.2,46.61,-4.53,2021,11,4,5,-9.72
ORD-1788,2021-08-05,2021-08-12,First Class,Consumer,CUST-0107,South,Furniture,Bookcases,5.0,0.1,224.64,35.45,2021,8,3,7,15.78
ORD-1789,2023-05-24,2023-05-30,Same Day,Corporate,CUST-0160,West,Furniture,Tables,5.0,0.0,121.99,15.45,2023,5,2,6,12.66
ORD-1790,2023-10-10,2023-10-17,First Class,Consumer,CUST-0013,South,Technology,Accessories,1.0,0.0,38.73,13.16,2023,10,4,7,33.98
ORD-1791,2021-11-03,2021-11-09,Same Day,Home Office,CUST-0165,South,Technology,Computers,2.0,0.2,95.99,2.3,2021,11,4,6,2.4
ORD-1792,2022-05-06,2022-05-09,First Class,Consumer,CUST-0114,Central,Furniture,Furnishings,7.0,0.0,146.34,20.86,2022,5,2,3,14.25
ORD-1793,2023-10-24,2023-10-25,Second Class,Home Office,CUST-0166,Central,Office Supplies,Storage,2.0,0.0,12.47,,2023,10,4,1,
ORD-1794,2022-04-28,2022-05-05,First Class,Consumer,CUST-0101,West,Office Supplies,Binders,13.0,0.0,41.14,10.21,2022,4,2,7,24.82
ORD-1795,2023-01-29,2023-02-01,Second Class,Consumer,CUST-0137,West,Furniture,Furnishings,4.0,0.3,103.9,12.44,2023,1,1,3,11.97
ORD-1796,2022-09-01,2022-09-04,First Class,Consumer,CUST-0093,South,Furniture,Chairs,3.0,0.0,109.88,16.62,2022,9,3,3,15.13
ORD-1797,2021-10-30,2021-11-02,Standard Class,Consumer,CUST-0049,Central,Technology,Phones,,0.0,347.9,50.78,2021,10,4,3,14.6
ORD-1798,2021-08-23,2021-08-28,Second Class,Consumer,CUST-0148,East,Technology,Phones,4.0,0.5,122.6,-13.32,2021,8,3,5,-10.86
ORD-1799,2023-06-01,2023-06-04,Standard Class,Corporate,CUST-0109,South,Technology,Phones,5.0,0.2,123.71,12.39,2023,6,2,3,10.02
ORD-1800,2021-05-07,2021-05-12,Standard Class,Consumer,CUST-0177,West,Office Supplies,Fasteners,13.0,0.0,50.31,6.05,2021,5,2,5,12.03
ORD-1801,2021-06-21,2021-06-27,First Class,Home Office,CUST-0154,South,Technology,Copiers,10.0,0.4,291.06,-4.28,2021,6,2,6,-1.47
ORD-1802,2021-09-12,2021-09-14,First Class,Home Office,CUST-0068,East,Furniture,Furnishings,12.0,0.0,367.52,73.45,2021,9,3,2,19.99
ORD-1803,2022-05-25,2022-05-31,First Class,Consumer,CUST-0181,West,Office Supplies,Art,13.0,0.5,63.2,-5.34,2022,5,2,6,-8.45
ORD-1804,2022-07-15,2022-07-16,First Class,Consumer,CUST-0197,East,Technology,Accessories,9.0,0.1,367.54,52.28,2022,7,3,1,14.22
ORD-1805,2022-04-13,2022-04-15,Standard Class,Consumer,CUST-0095,Central,Technology,Accessories,13.0,0.2,362.34,36.32,2022,4,2,2,10.02
ORD-1806,2021-07-13,2021-07-15,Same Day,Consumer,CUST-0153,West,Office Supplies,Fasteners,3.0,0.3,18.2,-6.66,2021,7,3,2,-36.59
ORD-1807,2021-10-06,2021-10-10,Standard Class,Consumer,CUST-0078,Central,Office Supplies,Binders,4.0,0.0,26.13,-0.7,2021,10,4,4,-2.68
ORD-1808,2023-10-11,2023-10-18,Standard Class,Consumer,CUST-0023,South,Furniture,Chairs,8.0,0.0,395.98,68.63,2023,10,4,7,17.33
ORD-1809,2021-11-04,2021-11-07,Same Day,Consumer,CUST-0191,East,Office Supplies,Art,14.0,0.0,62.33,13.86,2021,11,4,3,22.24
ORD-1810,2023-07-12,2023-07-16,First Class,Consumer,CUST-0193,East,Office Supplies,Storage,7.0,0.1,23.22,2.45,2023,7,3,4,10.55
ORD-1811,2023-11-15,2023-11-16,Same Day,Consumer,CUST-0196,East,Office Supplies,Storage,12.0,0.0,63.2,14.7,2023,11,4,1,23.26
ORD-1812,2022-05-31,2022-06-06,First Class,Home Office,CUST-0034,South,Furniture,Tables,11.0,0.0,,43.99,2022,5,2,6,
ORD-1813,2022-11-29,2022-12-01,First Class,Consumer,CUST-0017,West,Office Supplies,Binders,12.0,0.0,19.96,9.51,2022,11,4,2,47.65
ORD-1814,2021-04-07,2021-04-14,Second Class,Home Office,CUST-0154,South,Office Supplies,Binders,6.0,0.0,26.76,10.31,2021,4,2,7,38.53
ORD-1815,2021-09-11,2021-09-18,Standard Class,Consumer,CUST-0072,Central,Furniture,Chairs,,0.2,42.39,0.35,2021,9,3,7,0.83
ORD-1816,2021-11-09,2021-11-11,Same Day,Home Office,CUST-0182,Central,Office Supplies,Art,4.0,0.0,26.04,8.46,2021,11,4,2,32.49
ORD-1817,2021-01-19,2021-01-21,Same Day,Consumer,CUST-0018,East,Office Supplies,Paper,7.0,0.0,38.76,4.33,2021,1,1,2,11.17
ORD-1818,2021-11-20,2021-11-21,Second Class,Home Office,CUST-0005,Central,Office Supplies,Labels,14.0,0.2,45.86,6.19,2021,11,4,1,13.5
ORD-1819,2022-03-19,2022-03-23,Second Class,Consumer,CUST-0125,South,Furniture,Furnishings,13.0,0.0,340.83,64.02,2022,3,1,4,18.78
ORD-1820,2023-06-20,2023-06-22,Standard Class,Consumer,CUST-0187,East,Office Supplies,Storage,6.0,0.0,,4.53,2023,6,2,2,
ORD-1821,2022-11-22,2022-11-26,Same Day,Consumer,CUST-0059,South,Furniture,Chairs,3.0,0.0,60.57,18.41,2022,11,4,4,30.39
ORD-1822,2021-06-24,2021-06-30,First Class,Consumer,CUST-0055,West,Office Supplies,Binders,7.0,0.0,43.88,13.96,2021,6,2,6,31.81
ORD-1823,2022-07-17,2022-07-20,Same Day,Home Office,CUST-0071,East,Office Supplies,Paper,5.0,0.5,20.98,-7.27,2022,7,3,3,-34.65
ORD-1824,2023-04-18,2023-04-19,Same Day,Consumer,CUST-0157,East,Technology,Phones,2.0,0.0,43.64,4.76,2023,4,2,1,10.91
ORD-1825,2021-01-18,2021-01-23,Standard Class,Consumer,CUST-0063,South,Office Supplies,Storage,13.0,0.0,70.98,10.34,2021,1,1,5,14.57
ORD-1826,2023-02-14,2023-02-19,Same Day,Corporate,CUST-0122,East,Furniture,Bookcases,13.0,0.0,65.75,16.8,2023,2,1,5,25.55
ORD-1827,2022-05-24,2022-05-30,First Class,Home Office,CUST-0079,East,Office Supplies,Labels,2.0,0.0,17.66,-6.96,2022,5,2,6,-39.41
ORD-1828,2021-05-29,2021-06-05,Standard Class,Consumer,CUST-0059,South,Furniture,Tables,9.0,0.0,169.75,28.92,2021,5,2,7,17.04
ORD-1829,2022-08-16,2022-08-18,First Class,Consumer,CUST-0197,South,Office Supplies,Fasteners,2.0,0.0,18.99,7.76,2022,8,3,2,40.86
ORD-1830,2023-03-14,2023-03-18,Same Day,Consumer,CUST-0135,West,Furniture,Chairs,7.0,0.0,259.58,45.43,2023,3,1,4,17.5
ORD-1831,2021-06-08,2021-06-11,Standard Class,Consumer,CUST-0048,West,Furniture,Furnishings,10.0,0.0,349.44,54.57,2021,6,2,3,15.62
ORD-1832,2023-11-19,2023-11-21,First Class,Corporate,CUST-0017,East,Office Supplies,Art,13.0,0.0,75.4,14.29,2023,11,4,2,18.95
ORD-1833,2023-11-09,2023-11-16,Second Class,Consumer,CUST-0042,East,Furniture,Chairs,6.0,0.0,227.18,42.31,2023,11,4,7,18.62
ORD-1834,2022-11-07,2022-11-11,First Class,Home Office,CUST-0125,West,Technology,Accessories,8.0,0.2,305.42,21.13,2022,11,4,4,6.92
ORD-1835,2021-05-17,2021-05-23,First Class,Home Office,CUST-0115,East,Furniture,Tables,6.0,0.0,,20.63,2021,5,2,6,
ORD-1836,2022-10-15,2022-10-17,First Class,Consumer,CUST-0091,Central,Furniture,Tables,2.0,0.0,45.95,7.28,2022,10,4,2,15.84
ORD-1837,2022-06-05,2022-06-11,Second Class,Consumer,CUST-0069,East,Technology,Phones,5.0,0.1,,25.52,2022,6,2,6,
ORD-1838,2022-05-26,2022-05-30,Second Class,Corporate,CUST-0107,East,Office Supplies,Labels,8.0,0.0,29.27,0.33,2022,5,2,4,1.13
ORD-1839,2022-12-31,2023-01-05,First Class,Consumer,CUST-0162,Central,Technology,Phones,1.0,0.0,48.75,11.74,2022,12,4,5,24.08
ORD-1840,2021-09-13,2021-09-14,Standard Class,Consumer,CUST-0198,South,Furniture,Tables,12.0,0.3,254.49,12.71,2021,9,3,1,4.99
ORD-1841,2023-08-06,2023-08-12,Same Day,Home Office,CUST-0081,South,Furniture,Chairs,5.0,0.0,214.71,39.17,2023,8,3,6,18.24
ORD-1842,2021-11-04,2021-11-11,Second Class,Consumer,CUST-0042,Central,Furniture,Tables,14.0,0.0,473.54,96.69,2021,11,4,7,20.42
ORD-1843,2021-08-31,2021-09-02,Second Class,Consumer,CUST-0159,Central,Technology,Copiers,13.0,0.3,476.79,9.33,2021,8,3,2,1.96
ORD-1844,2021-06-28,2021-07-04,Same Day,Consumer,CUST-0102,South,Furniture,Furnishings,7.0,0.0,134.5,26.95,2021,6,2,6,20.04
ORD-1845,2022-03-14,2022-03-16,Same Day,Corporate,CUST-0134,South,Furniture,Chairs,7.0,0.0,261.27,58.86,2022,3,1,2,22.53
ORD-1846,2023-01-25,2023-01-29,Same Day,Consumer,CUST-0008,East,Technology,Phones,3.0,0.0,60.75,10.22,2023,1,1,4,16.82
ORD-1847,2022-08-31,2022-09-02,Standard Class,Consumer,CUST-0077,West,Furniture,Furnishings,6.0,0.0,136.4,20.74,2022,8,3,2,15.21
ORD-1848,2021-01-11,2021-01-16,Standard Class,Consumer,CUST-0131,West,Technology,Phones,8.0,0.0,248.0,35.92,2021,1,1,5,14.48
ORD-1849,2021-07-26,2021-08-01,Standard Class,Corporate,CUST-0044,Central,Technology,Accessories,11.0,0.0,418.81,69.7,2021,7,3,6,16.64
ORD-1850,2022-03-25,2022-03-27,Standard Class,Home Office,CUST-0184,East,Office Supplies,Fasteners,7.0,0.1,33.29,8.3,2022,3,1,2,24.93
ORD-1851,2022-10-18,2022-10-23,Second Class,Consumer,CUST-0187,East,Technology,Phones,7.0,0.0,311.68,60.01,2022,10,4,5,19.25
ORD-1852,2023-04-28,2023-05-01,Second Class,Consumer,CUST-0097,Central,Office Supplies,Labels,6.0,0.1,29.88,6.29,2023,4,2,3,21.05
ORD-1853,2023-10-17,2023-10-18,First Class,Consumer,CUST-0122,East,Office Supplies,Labels,8.0,0.2,35.51,4.39,2023,10,4,1,12.36
ORD-1854,2023-01-27,2023-02-01,Standard Class,Consumer,CUST-0003,West,Technology,Copiers,14.0,0.0,432.71,78.6,2023,1,1,5,18.16
ORD-1855,2023-08-28,2023-09-03,Same Day,Consumer,CUST-0150,Central,Furniture,Bookcases,13.0,0.0,467.06,87.45,2023,8,3,6,18.72
ORD-1856,2022-10-13,2022-10-20,First Class,Home Office,CUST-0069,West,Office Supplies,Paper,10.0,0.0,34.0,-6.84,2022,10,4,7,-20.12
ORD-1857,2022-07-03,2022-07-09,Same Day,Corporate,CUST-0021,East,Technology,Copiers,7.0,0.0,185.27,33.51,2022,7,3,6,18.09
ORD-1858,2023-08-03,2023-08-06,Second Class,Consumer,CUST-0068,Central,Office Supplies,Paper,9.0,0.0,24.72,5.71,2023,8,3,3,23.1
ORD-1859,2023-07-05,2023-07-10,Second Class,Corporate,CUST-0052,South,Office Supplies,Binders,6.0,0.0,32.09,11.21,2023,7,3,5,34.93
ORD-1860,2021-12-29,2022-01-04,First Class,Consumer,CUST-0063,West,Office Supplies,Art,1.0,0.1,10.94,-6.47,2021,12,4,6,-59.14
ORD-1861,2021-02-21,2021-02-28,First Class,Corporate,CUST-0117,West,Technology,Accessories,9.0,0.0,367.66,67.84,2021,2,1,7,18.45
ORD-1862,2023-01-02,2023-01-03,Second Class,Consumer,CUST-0149,West,Office Supplies,Labels,6.0,0.0,24.61,1.89,2023,1,1,1,7.68
ORD-1863,2021-07-31,2021-08-04,First Class,Corporate,CUST-0049,East,Technology,Phones,10.0,0.0,252.27,41.02,2021,7,3,4,16.26
ORD-1864,2021-01-15,2021-01-22,First Class,Corporate,CUST-0075,West,Office Supplies,Binders,3.0,0.1,21.95,1.88,2021,1,1,7,8.56
ORD-1865,2022-01-22,2022-01-29,Same Day,Corporate,CUST-0064,West,Furniture,Chairs,10.0,0.2,425.14,33.92,2022,1,1,7,7.98
ORD-1866,2021-11-26,2021-11-30,Second Class,Consumer,CUST-0147,West,Furniture,Bookcases,9.0,0.5,309.17,-22.46,2021,11,4,4,-7.26
ORD-1867,2021-01-27,2021-02-01,Same Day,Home Office,CUST-0060,East,Technology,Copiers,14.0,0.2,431.79,27.86,2021,1,1,5,6.45
ORD-1868,2021-08-19,2021-08-22,Same Day,Home Office,CUST-0035,West,Furniture,Chairs,6.0,0.0,94.07,20.37,2021,8,3,3,21.65
ORD-1869,2022-10-17,2022-10-20,Standard Class,Consumer,CUST-0185,Central,Office Supplies,Storage,10.0,0.0,36.61,12.74,2022,10,4,3,34.8
ORD-1870,2023-10-22,2023-10-26,Same Day,Home Office,CUST-0044,West,Furniture,Furnishings,10.0,0.0,198.0,32.71,2023,10,4,4,16.52
ORD-1871,2022-04-19,2022-04-21,Standard Class,Consumer,CUST-0008,West,Furniture,Tables,13.0,0.0,395.04,71.03,2022,4,2,2,17.98
ORD-1872,2022-06-19,2022-06-21,First Class,Consumer,CUST-0031,East,Office Supplies,Storage,14.0,0.0,101.74,22.33,2022,6,2,2,21.95
ORD-1873,2022-08-22,2022-08-26,Second Class,Corporate,CUST-0050,West,Technology,Copiers,13.0,0.0,324.35,60.69,2022,8,3,4,18.71
